control_point,x_image,y_image,longitude,latitude,original_toponym,present_toponym,map,mapwarper_link,image_link
7,849.2135417,1198.034896,65.71862697,31.63209955,Candar ,"Kandahar, Afghanistan",Fra Mauro,"<a href=""https://mapwarper.net/maps/41846"" target=""_blank"">View in MapWarper</a>","<a href=""https://en.wikipedia.org/wiki/Fra_Mauro_map#/media/File:Fra_Mauro_World_Map,_c.1450.jpg"" target=""_blank"">View image</a>"
8,1076.519792,1945.432813,56.27862453,58.02831622,Permia,"Perm, Russia",Fra Mauro,"<a href=""https://mapwarper.net/maps/41846"" target=""_blank"">View in MapWarper</a>","<a href=""https://en.wikipedia.org/wiki/Fra_Mauro_map#/media/File:Fra_Mauro_World_Map,_c.1450.jpg"" target=""_blank"">View image</a>"
9,1998.840625,1357.991146,-7.749695778,53.58907878,Hibernia,Ireland,Fra Mauro,"<a href=""https://mapwarper.net/maps/41846"" target=""_blank"">View in MapWarper</a>","<a href=""https://en.wikipedia.org/wiki/Fra_Mauro_map#/media/File:Fra_Mauro_World_Map,_c.1450.jpg"" target=""_blank"">View image</a>"
10,1793.984375,1738.705729,10.42169094,63.42827836,Islant,"Trondheim, Norway",Fra Mauro,"<a href=""https://mapwarper.net/maps/41846"" target=""_blank"">View in MapWarper</a>","<a href=""https://en.wikipedia.org/wiki/Fra_Mauro_map#/media/File:Fra_Mauro_World_Map,_c.1450.jpg"" target=""_blank"">View image</a>"
11,405.5921875,1197.099479,88.97393703,29.43457066,Asia Thebet,Tibet,Fra Mauro,"<a href=""https://mapwarper.net/maps/41846"" target=""_blank"">View in MapWarper</a>","<a href=""https://en.wikipedia.org/wiki/Fra_Mauro_map#/media/File:Fra_Mauro_World_Map,_c.1450.jpg"" target=""_blank"">View image</a>"
12,1264.538542,758.1552083,43.40264797,12.61326455,Aden,"Aden, Yemen",Fra Mauro,"<a href=""https://mapwarper.net/maps/41846"" target=""_blank"">View in MapWarper</a>","<a href=""https://en.wikipedia.org/wiki/Fra_Mauro_map#/media/File:Fra_Mauro_World_Map,_c.1450.jpg"" target=""_blank"">View image</a>"
1,1076.75,1302.08334,35.23118019,31.77796041,Jerusalem,Jerusalem,Hanns Rüst,"<a href=""https://mapwarper.net/maps/35506"" target=""_blank"">View in MapWarper</a>","<a href=""https://www.themorgan.org/incunables/145336"" target=""_blank"">View image</a>"
2,951.75,1250.694466,35.30962944,32.70132846,Nazeret,Nazareth,Hanns Rüst,"<a href=""https://mapwarper.net/maps/35506"" target=""_blank"">View in MapWarper</a>","<a href=""https://www.themorgan.org/incunables/145336"" target=""_blank"">View image</a>"
3,877.6875,1116.944475,35.20543098,31.70370367,Betlahem,Bethlehem,Hanns Rüst,"<a href=""https://mapwarper.net/maps/35506"" target=""_blank"">View in MapWarper</a>","<a href=""https://www.themorgan.org/incunables/145336"" target=""_blank"">View image</a>"
4,740.1875,1528.958368,12.54475594,41.88373744,Rom,"Rome, Italy",Hanns Rüst,"<a href=""https://mapwarper.net/maps/35506"" target=""_blank"">View in MapWarper</a>","<a href=""https://www.themorgan.org/incunables/145336"" target=""_blank"">View image</a>"
5,744.5625,2159.305582,-1.276044846,52.52409236,Engenland,England,Hanns Rüst,"<a href=""https://mapwarper.net/maps/35506"" target=""_blank"">View in MapWarper</a>","<a href=""https://www.themorgan.org/incunables/145336"" target=""_blank"">View image</a>"
6,870.8125,1928.680582,2.766923904,46.78635124,Franckrich,France,Hanns Rüst,"<a href=""https://mapwarper.net/maps/35506"" target=""_blank"">View in MapWarper</a>","<a href=""https://www.themorgan.org/incunables/145336"" target=""_blank"">View image</a>"
7,871.4375,1760.555582,12.35798836,45.42809731,Venedig,"Venice, Italy",Hanns Rüst,"<a href=""https://mapwarper.net/maps/35506"" target=""_blank"">View in MapWarper</a>","<a href=""https://www.themorgan.org/incunables/145336"" target=""_blank"">View image</a>"
8,1047.0625,1714.930582,23.81672859,37.91107208,Athenis,"Athens, Greece",Hanns Rüst,"<a href=""https://mapwarper.net/maps/35506"" target=""_blank"">View in MapWarper</a>","<a href=""https://www.themorgan.org/incunables/145336"" target=""_blank"">View image</a>"
9,1681.4375,856.3194752,29.87019539,31.15494341,Allexandria,"Alexandria, Egypt",Hanns Rüst,"<a href=""https://mapwarper.net/maps/35506"" target=""_blank"">View in MapWarper</a>","<a href=""https://www.themorgan.org/incunables/145336"" target=""_blank"">View image</a>"
10,1482.6875,1778.819475,10.33650398,36.86433551,Carttago,"Carthage, Tunisia",Hanns Rüst,"<a href=""https://mapwarper.net/maps/35506"" target=""_blank"">View in MapWarper</a>","<a href=""https://www.themorgan.org/incunables/145336"" target=""_blank"">View image</a>"
11,688.9375,1992.291689,-3.09428215,40.31569378,Hispania,Spain,Hanns Rüst,"<a href=""https://mapwarper.net/maps/35506"" target=""_blank"">View in MapWarper</a>","<a href=""https://www.themorgan.org/incunables/145336"" target=""_blank"">View image</a>"
12,995.1875,1919.375048,4.4643116,50.77571971,Flandere,Flanders,Hanns Rüst,"<a href=""https://mapwarper.net/maps/35506"" target=""_blank"">View in MapWarper</a>","<a href=""https://www.themorgan.org/incunables/145336"" target=""_blank"">View image</a>"
13,626.4375,826.180582,52.88105964,29.94948507,Persipolis,"Persepolis, Iran",Hanns Rüst,"<a href=""https://mapwarper.net/maps/35506"" target=""_blank"">View in MapWarper</a>","<a href=""https://www.themorgan.org/incunables/145336"" target=""_blank"">View image</a>"
14,817.6875,970.9028149,35.39116859,32.68684389,Tabor de Berg,Mount Tabor,Hanns Rüst,"<a href=""https://mapwarper.net/maps/35506"" target=""_blank"">View in MapWarper</a>","<a href=""https://www.themorgan.org/incunables/145336"" target=""_blank"">View image</a>"
15,1046.4375,1545.208368,33.13450813,35.02572068,Cipern,Cyprus,Hanns Rüst,"<a href=""https://mapwarper.net/maps/35506"" target=""_blank"">View in MapWarper</a>","<a href=""https://www.themorgan.org/incunables/145336"" target=""_blank"">View image</a>"
16,1236.75,1356.527786,35.60411741,32.82682368,Galilea,Sea of Galilee,Hanns Rüst,"<a href=""https://mapwarper.net/maps/35506"" target=""_blank"">View in MapWarper</a>","<a href=""https://www.themorgan.org/incunables/145336"" target=""_blank"">View image</a>"
17,1379.875,1212.569466,35.26010801,31.77396967,Betania,"Al-Eizaryia, Palestine",Hanns Rüst,"<a href=""https://mapwarper.net/maps/35506"" target=""_blank"">View in MapWarper</a>","<a href=""https://www.themorgan.org/incunables/145336"" target=""_blank"">View image</a>"
18,1512.375,887.5694656,42.78642942,12.85284488,Saba,Eritrea,Hanns Rüst,"<a href=""https://mapwarper.net/maps/35506"" target=""_blank"">View in MapWarper</a>","<a href=""https://www.themorgan.org/incunables/145336"" target=""_blank"">View image</a>"
19,1396.125,911.0416794,39.14995481,15.88442152,Etiopia,Ethiopia ,Hanns Rüst,"<a href=""https://mapwarper.net/maps/35506"" target=""_blank"">View in MapWarper</a>","<a href=""https://www.themorgan.org/incunables/145336"" target=""_blank"">View image</a>"
20,969.875,976.0416794,44.34648802,34.25316468,Mesopotamia,Central Iraq,Hanns Rüst,"<a href=""https://mapwarper.net/maps/35506"" target=""_blank"">View in MapWarper</a>","<a href=""https://www.themorgan.org/incunables/145336"" target=""_blank"">View image</a>"
21,936.125,1366.875,35.65630247,32.9085272,Betsaida,"Bet Tsaida, Israel",Hanns Rüst,"<a href=""https://mapwarper.net/maps/35506"" target=""_blank"">View in MapWarper</a>","<a href=""https://www.themorgan.org/incunables/145336"" target=""_blank"">View image</a>"
22,510.5,1367.222214,30.67382812,40.88767935,Bithinia,Bithynia,Hanns Rüst,"<a href=""https://mapwarper.net/maps/35506"" target=""_blank"">View in MapWarper</a>","<a href=""https://www.themorgan.org/incunables/145336"" target=""_blank"">View image</a>"
23,720.5,1408.472214,35.77148437,38.79595834,Capadocia,Cappadocia,Hanns Rüst,"<a href=""https://mapwarper.net/maps/35506"" target=""_blank"">View in MapWarper</a>","<a href=""https://www.themorgan.org/incunables/145336"" target=""_blank"">View image</a>"
24,1565.5,1939.722214,0.3076171875,35.75443922,Maritania,"Mauretania Caesariensis, Western Algeria",Hanns Rüst,"<a href=""https://mapwarper.net/maps/35506"" target=""_blank"">View in MapWarper</a>","<a href=""https://www.themorgan.org/incunables/145336"" target=""_blank"">View image</a>"
25,1703,1829.722214,14.765625,32.55504629,Libia,Lybia,Hanns Rüst,"<a href=""https://mapwarper.net/maps/35506"" target=""_blank"">View in MapWarper</a>","<a href=""https://www.themorgan.org/incunables/145336"" target=""_blank"">View image</a>"
26,1248,1604.722214,22.45605469,40.7213589,Macedomia,"Macedonia, Greece",Hanns Rüst,"<a href=""https://mapwarper.net/maps/35506"" target=""_blank"">View in MapWarper</a>","<a href=""https://www.themorgan.org/incunables/145336"" target=""_blank"">View image</a>"
1,172.0083333,286.1333333,28.96820068,41.00684811,Constantinoplis,"Istanbul, Turkey ",Isidore map,"<a href=""https://mapwarper.net/maps/42160"" target=""_blank"">View in MapWarper</a>","<a href=""https://daten.digitale-sammlungen.de/0011/bsb00112097/images/index.html?id=00112097&groesser=&fip=yztseayaxdsydewqensdaseayaxdsydensdas&no=21&seite=312"" target=""_blank"">View image</a>"
2,245.0833333,404.8416667,12.54981995,41.87365127,Roma,"Rome, Italy",Isidore map,"<a href=""https://mapwarper.net/maps/42160"" target=""_blank"">View in MapWarper</a>","<a href=""https://daten.digitale-sammlungen.de/0011/bsb00112097/images/index.html?id=00112097&groesser=&fip=yztseayaxdsydewqensdaseayaxdsydensdas&no=21&seite=312"" target=""_blank"">View image</a>"
3,203.7666667,398.3666667,12.3740387,45.43315364,Venezia,"Venice, Italy",Isidore map,"<a href=""https://mapwarper.net/maps/42160"" target=""_blank"">View in MapWarper</a>","<a href=""https://daten.digitale-sammlungen.de/0011/bsb00112097/images/index.html?id=00112097&groesser=&fip=yztseayaxdsydewqensdaseayaxdsydensdas&no=21&seite=312"" target=""_blank"">View image</a>"
4,292.1427083,388.2494792,10.20629883,36.77409249,Carthago,"Carthage, Tunisia",Isidore map,"<a href=""https://mapwarper.net/maps/42160"" target=""_blank"">View in MapWarper</a>","<a href=""https://daten.digitale-sammlungen.de/0011/bsb00112097/images/index.html?id=00112097&groesser=&fip=yztseayaxdsydewqensdaseayaxdsydensdas&no=21&seite=312"" target=""_blank"">View image</a>"
5,354.5416667,224.4666667,35.46661377,31.84723225,Jericho,"Jericho, Palestine",Isidore map,"<a href=""https://mapwarper.net/maps/42160"" target=""_blank"">View in MapWarper</a>","<a href=""https://daten.digitale-sammlungen.de/0011/bsb00112097/images/index.html?id=00112097&groesser=&fip=yztseayaxdsydewqensdaseayaxdsydensdas&no=21&seite=312"" target=""_blank"">View image</a>"
6,318.775,242.9666667,35.23251057,31.77852588,Jerusalem,Jerusalem,Isidore map,"<a href=""https://mapwarper.net/maps/42160"" target=""_blank"">View in MapWarper</a>","<a href=""https://daten.digitale-sammlungen.de/0011/bsb00112097/images/index.html?id=00112097&groesser=&fip=yztseayaxdsydewqensdaseayaxdsydensdas&no=21&seite=312"" target=""_blank"">View image</a>"
7,319.0833333,195.175,35.30456543,32.70179994,Nazareth,"Nazareth, Israel",Isidore map,"<a href=""https://mapwarper.net/maps/42160"" target=""_blank"">View in MapWarper</a>","<a href=""https://daten.digitale-sammlungen.de/0011/bsb00112097/images/index.html?id=00112097&groesser=&fip=yztseayaxdsydewqensdaseayaxdsydensdas&no=21&seite=312"" target=""_blank"">View image</a>"
8,286.4,252.8333333,34.80056763,32.06977443,Joppa,"Jaffa, Israel",Isidore map,"<a href=""https://mapwarper.net/maps/42160"" target=""_blank"">View in MapWarper</a>","<a href=""https://daten.digitale-sammlungen.de/0011/bsb00112097/images/index.html?id=00112097&groesser=&fip=yztseayaxdsydewqensdaseayaxdsydensdas&no=21&seite=312"" target=""_blank"">View image</a>"
9,285.1666667,197.5388905,35.6921339,33.24892872,Cesarea Phillipi,"Cesarea Phillipi, Israel",Isidore map,"<a href=""https://mapwarper.net/maps/42160"" target=""_blank"">View in MapWarper</a>","<a href=""https://daten.digitale-sammlungen.de/0011/bsb00112097/images/index.html?id=00112097&groesser=&fip=yztseayaxdsydewqensdaseayaxdsydensdas&no=21&seite=312"" target=""_blank"">View image</a>"
10,227.8166667,333.8222285,23.80614996,38.0158879,Athene,"Athens, Greece",Isidore map,"<a href=""https://mapwarper.net/maps/42160"" target=""_blank"">View in MapWarper</a>","<a href=""https://daten.digitale-sammlungen.de/0011/bsb00112097/images/index.html?id=00112097&groesser=&fip=yztseayaxdsydewqensdaseayaxdsydensdas&no=21&seite=312"" target=""_blank"">View image</a>"
11,204.3833333,242.5555618,29.94201422,40.79949481,Nichomedia,"İzmit, Turkey",Isidore map,"<a href=""https://mapwarper.net/maps/42160"" target=""_blank"">View in MapWarper</a>","<a href=""https://daten.digitale-sammlungen.de/0011/bsb00112097/images/index.html?id=00112097&groesser=&fip=yztseayaxdsydewqensdaseayaxdsydensdas&no=21&seite=312"" target=""_blank"">View image</a>"
12,240.15,251.1888952,33.21594,35.07747013,Cyprus,Cyprus,Isidore map,"<a href=""https://mapwarper.net/maps/42160"" target=""_blank"">View in MapWarper</a>","<a href=""https://daten.digitale-sammlungen.de/0011/bsb00112097/images/index.html?id=00112097&groesser=&fip=yztseayaxdsydewqensdaseayaxdsydensdas&no=21&seite=312"" target=""_blank"">View image</a>"
13,111.8833333,439.8888905,-0.2044701577,48.91729161,Normannia,"Normandy, France",Isidore map,"<a href=""https://mapwarper.net/maps/42160"" target=""_blank"">View in MapWarper</a>","<a href=""https://daten.digitale-sammlungen.de/0011/bsb00112097/images/index.html?id=00112097&groesser=&fip=yztseayaxdsydewqensdaseayaxdsydensdas&no=21&seite=312"" target=""_blank"">View image</a>"
14,213.0166667,490.4555571,-4.774782658,37.85992412,Cordoba,"Cordova, Spain",Isidore map,"<a href=""https://mapwarper.net/maps/42160"" target=""_blank"">View in MapWarper</a>","<a href=""https://daten.digitale-sammlungen.de/0011/bsb00112097/images/index.html?id=00112097&groesser=&fip=yztseayaxdsydewqensdaseayaxdsydensdas&no=21&seite=312"" target=""_blank"">View image</a>"
15,289.4833333,498.2666667,-6.128847599,35.19800946,Lixus,"Larache, Morocco",Isidore map,"<a href=""https://mapwarper.net/maps/42160"" target=""_blank"">View in MapWarper</a>","<a href=""https://daten.digitale-sammlungen.de/0011/bsb00112097/images/index.html?id=00112097&groesser=&fip=yztseayaxdsydewqensdaseayaxdsydensdas&no=21&seite=312"" target=""_blank"">View image</a>"
16,298.1166667,426.7333333,7.746884823,36.89671398,Yppo Regius,"Annaba, Algeria",Isidore map,"<a href=""https://mapwarper.net/maps/42160"" target=""_blank"">View in MapWarper</a>","<a href=""https://daten.digitale-sammlungen.de/0011/bsb00112097/images/index.html?id=00112097&groesser=&fip=yztseayaxdsydewqensdaseayaxdsydensdas&no=21&seite=312"" target=""_blank"">View image</a>"
17,368.4166667,308.3333333,29.76348638,31.09946732,Alexandria,"Alexandria, Egypt",Isidore map,"<a href=""https://mapwarper.net/maps/42160"" target=""_blank"">View in MapWarper</a>","<a href=""https://daten.digitale-sammlungen.de/0011/bsb00112097/images/index.html?id=00112097&groesser=&fip=yztseayaxdsydewqensdaseayaxdsydensdas&no=21&seite=312"" target=""_blank"">View image</a>"
18,404.1833333,219.5333333,33.5523963,16.75400261,Meroe,"Meroë, Sudan",Isidore map,"<a href=""https://mapwarper.net/maps/42160"" target=""_blank"">View in MapWarper</a>","<a href=""https://daten.digitale-sammlungen.de/0011/bsb00112097/images/index.html?id=00112097&groesser=&fip=yztseayaxdsydewqensdaseayaxdsydensdas&no=21&seite=312"" target=""_blank"">View image</a>"
19,257.4166667,192.4,36.1506629,36.21941825,Antiochia,"Antakya, Turkey",Isidore map,"<a href=""https://mapwarper.net/maps/42160"" target=""_blank"">View in MapWarper</a>","<a href=""https://daten.digitale-sammlungen.de/0011/bsb00112097/images/index.html?id=00112097&groesser=&fip=yztseayaxdsydewqensdaseayaxdsydensdas&no=21&seite=312"" target=""_blank"">View image</a>"
20,179.7166667,203.0888952,44.29153204,39.77360404,Ararath,"Ağrı Dağı, Turkey",Isidore map,"<a href=""https://mapwarper.net/maps/42160"" target=""_blank"">View in MapWarper</a>","<a href=""https://daten.digitale-sammlungen.de/0011/bsb00112097/images/index.html?id=00112097&groesser=&fip=yztseayaxdsydewqensdaseayaxdsydensdas&no=21&seite=312"" target=""_blank"">View image</a>"
21,189.5833333,474.4222285,-0.5738854408,44.83661801,Burdagala,"Bordeaux, France",Isidore map,"<a href=""https://mapwarper.net/maps/42160"" target=""_blank"">View in MapWarper</a>","<a href=""https://daten.digitale-sammlungen.de/0011/bsb00112097/images/index.html?id=00112097&groesser=&fip=yztseayaxdsydewqensdaseayaxdsydensdas&no=21&seite=312"" target=""_blank"">View image</a>"
22,134.0833333,406.5888905,8.278348446,50.01029424,Magontia,"Mainz, Germany",Isidore map,"<a href=""https://mapwarper.net/maps/42160"" target=""_blank"">View in MapWarper</a>","<a href=""https://daten.digitale-sammlungen.de/0011/bsb00112097/images/index.html?id=00112097&groesser=&fip=yztseayaxdsydewqensdaseayaxdsydensdas&no=21&seite=312"" target=""_blank"">View image</a>"
23,102.0166667,291.0666667,35.38642645,45.03380407,Theodosia,"Feodosia, Russia",Isidore map,"<a href=""https://mapwarper.net/maps/42160"" target=""_blank"">View in MapWarper</a>","<a href=""https://daten.digitale-sammlungen.de/0011/bsb00112097/images/index.html?id=00112097&groesser=&fip=yztseayaxdsydewqensdaseayaxdsydensdas&no=21&seite=312"" target=""_blank"">View image</a>"
24,311.6833333,94.96666667,85.12256384,25.59083189,India,India,Isidore map,"<a href=""https://mapwarper.net/maps/42160"" target=""_blank"">View in MapWarper</a>","<a href=""https://daten.digitale-sammlungen.de/0011/bsb00112097/images/index.html?id=00112097&groesser=&fip=yztseayaxdsydewqensdaseayaxdsydensdas&no=21&seite=312"" target=""_blank"">View image</a>"
1,2168.635332,1816.721232,35.52635193,32.78438821,Galilee,"Tiberias, Israel",Mer des hystoires,"<a href=""https://mapwarper.net/maps/41883"" target=""_blank"">View in MapWarper</a>","<a href=""https://digital.library.cornell.edu/catalog/ss:3293712"" target=""_blank"">View image</a>"
2,2417.589404,2301.264901,36.40262961,33.49827735,Syrie,Syria,Mer des hystoires,"<a href=""https://mapwarper.net/maps/41883"" target=""_blank"">View in MapWarper</a>","<a href=""https://digital.library.cornell.edu/catalog/ss:3293712"" target=""_blank"">View image</a>"
3,2102.431118,2538.406807,28.18611145,36.33670007,Rhodes,"Rhodes, Greece",Mer des hystoires,"<a href=""https://mapwarper.net/maps/41883"" target=""_blank"">View in MapWarper</a>","<a href=""https://digital.library.cornell.edu/catalog/ss:3293712"" target=""_blank"">View image</a>"
4,2051.734198,4314.290113,-7.65191853,52.90931615,Irlande,Ireland,Mer des hystoires,"<a href=""https://mapwarper.net/maps/41883"" target=""_blank"">View in MapWarper</a>","<a href=""https://digital.library.cornell.edu/catalog/ss:3293712"" target=""_blank"">View image</a>"
5,1520.741722,1316.682119,53.71158957,36.71504312,Yrcanie,Hyrcania,Mer des hystoires,"<a href=""https://mapwarper.net/maps/41883"" target=""_blank"">View in MapWarper</a>","<a href=""https://digital.library.cornell.edu/catalog/ss:3293712"" target=""_blank"">View image</a>"
6,3470.055105,3011.677472,10.22252351,36.78179217,Cartage,"Carthage, Tunisia",Mer des hystoires,"<a href=""https://mapwarper.net/maps/41883"" target=""_blank"">View in MapWarper</a>","<a href=""https://digital.library.cornell.edu/catalog/ss:3293712"" target=""_blank"">View image</a>"
7,4035.81457,1501.900662,45.17827302,23.69357719,Arabie,Saudi Arabia ,Mer des hystoires,"<a href=""https://mapwarper.net/maps/41883"" target=""_blank"">View in MapWarper</a>","<a href=""https://digital.library.cornell.edu/catalog/ss:3293712"" target=""_blank"">View image</a>"
8,2753.141005,1019.58671,76.90678864,26.02192544,Inde,India,Mer des hystoires,"<a href=""https://mapwarper.net/maps/41883"" target=""_blank"">View in MapWarper</a>","<a href=""https://digital.library.cornell.edu/catalog/ss:3293712"" target=""_blank"">View image</a>"
9,4850.204214,2771.314425,29.90056738,31.19488856,Alexandria,"Alexandria, Egypt",Mer des hystoires,"<a href=""https://mapwarper.net/maps/41883"" target=""_blank"">View in MapWarper</a>","<a href=""https://digital.library.cornell.edu/catalog/ss:3293712"" target=""_blank"">View image</a>"
10,2115.390728,2281.768212,32.1052292,39.6749559,Frigie,"Phrygia (Polatlı, Ankara, Turkey) ",Mer des hystoires,"<a href=""https://mapwarper.net/maps/41883"" target=""_blank"">View in MapWarper</a>","<a href=""https://digital.library.cornell.edu/catalog/ss:3293712"" target=""_blank"">View image</a>"
11,3236.450331,1316.682119,54.22894746,28.86572244,Perse,"Pars, Iran",Mer des hystoires,"<a href=""https://mapwarper.net/maps/41883"" target=""_blank"">View in MapWarper</a>","<a href=""https://digital.library.cornell.edu/catalog/ss:3293712"" target=""_blank"">View image</a>"
12,1818.066225,3310.218543,12.43505225,45.38663623,Venise,"Venice, Italy",Mer des hystoires,"<a href=""https://mapwarper.net/maps/41883"" target=""_blank"">View in MapWarper</a>","<a href=""https://digital.library.cornell.edu/catalog/ss:3293712"" target=""_blank"">View image</a>"
13,2212.874172,3149.370861,12.56688818,41.85703222,Rome,"Rome, Italy",Mer des hystoires,"<a href=""https://mapwarper.net/maps/41883"" target=""_blank"">View in MapWarper</a>","<a href=""https://digital.library.cornell.edu/catalog/ss:3293712"" target=""_blank"">View image</a>"
14,1574.357616,3534.430464,19.42235693,47.11850433,Hongrie,Hungary,Mer des hystoires,"<a href=""https://mapwarper.net/maps/41883"" target=""_blank"">View in MapWarper</a>","<a href=""https://digital.library.cornell.edu/catalog/ss:3293712"" target=""_blank"">View image</a>"
15,1330.649007,2725.317881,24.95946631,35.10614719,Crete,"Crete, Greece",Mer des hystoires,"<a href=""https://mapwarper.net/maps/41883"" target=""_blank"">View in MapWarper</a>","<a href=""https://digital.library.cornell.edu/catalog/ss:3293712"" target=""_blank"">View image</a>"
16,2656.423841,3685.529801,3.008782715,46.80358464,France,France,Mer des hystoires,"<a href=""https://mapwarper.net/maps/41883"" target=""_blank"">View in MapWarper</a>","<a href=""https://digital.library.cornell.edu/catalog/ss:3293712"" target=""_blank"">View image</a>"
17,1135.682119,2569.344371,33.24315771,35.05220265,Cypre,Cyprus ,Mer des hystoires,"<a href=""https://mapwarper.net/maps/41883"" target=""_blank"">View in MapWarper</a>","<a href=""https://digital.library.cornell.edu/catalog/ss:3293712"" target=""_blank"">View image</a>"
18,3459.319287,2727.774716,18.53992641,30.31653914,Lybie,Lybia,Mer des hystoires,"<a href=""https://mapwarper.net/maps/41883"" target=""_blank"">View in MapWarper</a>","<a href=""https://digital.library.cornell.edu/catalog/ss:3293712"" target=""_blank"">View image</a>"
19,4603.821958,2642.341246,30.77869594,27.62083926,Egypte,"Cairo, Egypt",Mer des hystoires,"<a href=""https://mapwarper.net/maps/41883"" target=""_blank"">View in MapWarper</a>","<a href=""https://digital.library.cornell.edu/catalog/ss:3293712"" target=""_blank"">View image</a>"
20,3171.133531,3978.934718,-0.5543118739,35.68905202,Mauritania,"Mauretania Caesariensis, Western Algeria",Mer des hystoires,"<a href=""https://mapwarper.net/maps/41883"" target=""_blank"">View in MapWarper</a>","<a href=""https://digital.library.cornell.edu/catalog/ss:3293712"" target=""_blank"">View image</a>"
21,3156.330632,2317.427877,35.03040492,31.27440194,Palestina,Palestine,Mer des hystoires,"<a href=""https://mapwarper.net/maps/41883"" target=""_blank"">View in MapWarper</a>","<a href=""https://digital.library.cornell.edu/catalog/ss:3293712"" target=""_blank"">View image</a>"
1,608,1099.166667,35.22903442,31.77516948,Jerusalem,Jerusalem,Psalter World Map,"<a href=""https://mapwarper.net/maps/41847"" target=""_blank"">View in MapWarper</a>","<a href=""https://www.bl.uk/collection-items/psalter-world-map"" target=""_blank"">View image</a>"
2,536.3333333,1291.666667,12.50999451,41.83503729,Roma,"Rome, Italy",Psalter World Map,"<a href=""https://mapwarper.net/maps/41847"" target=""_blank"">View in MapWarper</a>","<a href=""https://www.bl.uk/collection-items/psalter-world-map"" target=""_blank"">View image</a>"
3,614.875,1254.583333,14.39148903,37.53382411,Sisilia,"Sicily, Italy",Psalter World Map,"<a href=""https://mapwarper.net/maps/41847"" target=""_blank"">View in MapWarper</a>","<a href=""https://www.bl.uk/collection-items/psalter-world-map"" target=""_blank"">View image</a>"
4,689.25,1108.333333,35.20534515,31.70159005,Belehem,"Bethlehem, Palestine",Psalter World Map,"<a href=""https://mapwarper.net/maps/41847"" target=""_blank"">View in MapWarper</a>","<a href=""https://www.bl.uk/collection-items/psalter-world-map"" target=""_blank"">View image</a>"
5,409.6666667,1194.166667,23.68600845,38.62438109,Grecia,Greece,Psalter World Map,"<a href=""https://mapwarper.net/maps/41847"" target=""_blank"">View in MapWarper</a>","<a href=""https://www.bl.uk/collection-items/psalter-world-map"" target=""_blank"">View image</a>"
6,451.75,1086.666667,36.16527557,36.21076218,Antochia,"Antakya, Turkey",Psalter World Map,"<a href=""https://mapwarper.net/maps/41847"" target=""_blank"">View in MapWarper</a>","<a href=""https://www.bl.uk/collection-items/psalter-world-map"" target=""_blank"">View image</a>"
7,380.0833333,932.5,44.30202484,39.70692253,Arca Noe,"Ağrı Dağı, Turkey",Psalter World Map,"<a href=""https://mapwarper.net/maps/41847"" target=""_blank"">View in MapWarper</a>","<a href=""https://www.bl.uk/collection-items/psalter-world-map"" target=""_blank"">View image</a>"
8,410.9166667,1276.666667,16.52978897,43.4965187,Dalmacia,"Dalmatia, Croatia",Psalter World Map,"<a href=""https://mapwarper.net/maps/41847"" target=""_blank"">View in MapWarper</a>","<a href=""https://www.bl.uk/collection-items/psalter-world-map"" target=""_blank"">View image</a>"
9,571.75,1198.333333,24.94274139,35.19148639,Creta,"Crete, Greece",Psalter World Map,"<a href=""https://mapwarper.net/maps/41847"" target=""_blank"">View in MapWarper</a>","<a href=""https://www.bl.uk/collection-items/psalter-world-map"" target=""_blank"">View image</a>"
10,404.25,1363.333333,4.914665222,47.08485159,Burgundia,"Burgundy, France",Psalter World Map,"<a href=""https://mapwarper.net/maps/41847"" target=""_blank"">View in MapWarper</a>","<a href=""https://www.bl.uk/collection-items/psalter-world-map"" target=""_blank"">View image</a>"
11,397.1666667,1570,-7.453365326,52.83803221,Ibernia,Ireland,Psalter World Map,"<a href=""https://mapwarper.net/maps/41847"" target=""_blank"">View in MapWarper</a>","<a href=""https://www.bl.uk/collection-items/psalter-world-map"" target=""_blank"">View image</a>"
12,329.25,1365,6.974601745,50.93744539,Colonia,"Cologne, Germany",Psalter World Map,"<a href=""https://mapwarper.net/maps/41847"" target=""_blank"">View in MapWarper</a>","<a href=""https://www.bl.uk/collection-items/psalter-world-map"" target=""_blank"">View image</a>"
13,545.9166667,1561.666667,-7.892646789,42.71447993,Galicia,"Galicia, Spain",Psalter World Map,"<a href=""https://mapwarper.net/maps/41847"" target=""_blank"">View in MapWarper</a>","<a href=""https://www.bl.uk/collection-items/psalter-world-map"" target=""_blank"">View image</a>"
14,774.25,980,35.48480987,31.54211398,Mare Mortuum,Dead Sea,Psalter World Map,"<a href=""https://mapwarper.net/maps/41847"" target=""_blank"">View in MapWarper</a>","<a href=""https://www.bl.uk/collection-items/psalter-world-map"" target=""_blank"">View image</a>"
15,742.5833333,1210.833333,29.91611481,31.21148013,Alexandria,"Alexandria, Egypt",Psalter World Map,"<a href=""https://mapwarper.net/maps/41847"" target=""_blank"">View in MapWarper</a>","<a href=""https://www.bl.uk/collection-items/psalter-world-map"" target=""_blank"">View image</a>"
